"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"RuntimeBroker","1","257","2203482378240","24563712","13877248","15224","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.78125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4776","8",,"False","11/20/2023 12:52:20 PM",,"23296",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15224","15224","13877248","13877248","231056","231056","16195584","16195584","29675520","29675520","2203505549312","187326464","True","Normal","13877248","13877248","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","257","2203482378240","164155392","False",,,,"24563712","24563712",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.2187500","00:00:00.7812500","00:00:00.5625000","0","","True",,
"RuntimeBroker","1","306","2203499573248","19165184","3739648","16040","C:\Windows\System32\RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding",,"Microsoft Corporation","0.25","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Runtime Broker","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2124","8",,"False","11/23/2023 3:00:17 AM",,"26440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16040","16040","3739648","3739648","286192","286192","5849088","5849088","25296896","25296896","2203518578688","200355840","True","Normal","3739648","3739648","RuntimeBroker","255","1",,"System.Diagnostics.ProcessThreadCollection","306","2203499573248","181350400","False",,,,"19165184","19165184",,"System.Diagnostics.ProcessModule (RuntimeBroker.exe)","00:00:00.0937500","00:00:00.2500000","00:00:00.1562500","0","","True",,
"SearchHost","1","1837","2239675334656","129462272","293343232","190200","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca",,"Microsoft Corporation","32.1875","623.25401.80.0","623.25401.80.0","","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1252","8",,"False","11/27/2023 1:09:43 AM",,"20960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","190200","190200","293343232","293343232","2236344","2236344","375828480","375828480","463544320","463544320","2239736365056","2058403840","True","Normal","293343232","293343232","SearchHost","255","1",,"System.Diagnostics.ProcessThreadCollection","1837","2239675334656","1997373440","False",,,,"129462272","129462272",,"System.Diagnostics.ProcessModule (SearchHost.exe)","00:00:05.6718750","00:00:32.1875000","00:00:26.5156250","0","","True",,
"SearchIndexer","0","784","2203536752640","50208768","46747648","24984",,,,,,,,,,"Process",,,"8",,,,,"1872",".",,,,"24984","24984","46747648","46747648","221792","221792","59138048","59138048","62414848","62414848","2203559829504","241606656",,,"46747648","46747648","SearchIndexer",,"0",,"System.Diagnostics.ProcessThreadCollection","784","2203536752640","218529792","False",,,,"50208768","50208768",,,,,,"0","","True",,
"Secure System","0","0","2408448","41242624","192512","272",,,,,,,,,,"Process",,,"8",,,,,"108",".",,,,"272","272","192512","192512","8928","8928","241664","241664","114688","114688","2953216","2953216",,,"192512","192512","Secure System",,"0",,"System.Diagnostics.ProcessThreadCollection","0","2408448","2408448","False",,,,"41242624","41242624",,,,,,"0","","True",,
"SecurityHealthService","0","523","2203465072640","18280448","7856128","22936",,,,,,,,,,"Process",,,"8",,,,,"6524",".",,,,"22936","22936","7856128","7856128","179152","179152","15175680","15175680","35434496","35434496","2203513212928","194990080",,,"7856128","7856128","SecurityHealthService",,"0",,"System.Diagnostics.ProcessThreadCollection","523","2203465072640","146849792","False",,,,"18280448","18280448",,,,,,"0","","True",,
"SecurityHealthSystray","1","179","2203434774528","10342400","2080768","10328","C:\Windows\System32\SecurityHealthSystray.exe","""C:\Windows\System32\SecurityHealthSystray.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","0.125","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Windows Security notification icon","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6344","8",,"False","11/20/2023 12:50:33 PM",,"1812",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","2080768","2080768","162128","162128","2179072","2179072","10592256","10592256","2203437932544","119709696","True","Normal","2080768","2080768","SecurityHealthSystray","255","1",,"System.Diagnostics.ProcessThreadCollection","179","2203434774528","116551680","False",,,,"10342400","10342400",,"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)","00:00:00.0625000","00:00:00.1250000","00:00:00.0625000","0","","True",,
"services","0","876","2203392966656","9379840","6774784","13512",,,,,,,,,,"Process",,,"9",,,,,"784",".",,,,"13512","13512","6774784","6774784","189480","189480","8261632","8261632","11988992","11988992","2203435823104","117600256",,,"6774784","6774784","services",,"0",,"System.Diagnostics.ProcessThreadCollection","876","2203392966656","74743808","False",,,,"9379840","9379840",,,,,,"0","","True",,
"ShellExperienceHost","1","1159","2203930066944","73367552","56946688","50624","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",,"Microsoft Corporation","1.5","10.0.22621.2506 (WinBuild.160101.0800)","10.0.22621.2506","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6888","8",,"False","11/20/2023 12:55:29 PM",,"10140",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","50624","50624","56946688","56946688","2813720","2813720","58130432","58130432","120713216","120713216","2203967164416","648941568","True","Normal","56946688","56946688","ShellExperienceHost","255","1",,"System.Diagnostics.ProcessThreadCollection","1159","2203930066944","611844096","False",,,,"73367552","73367552",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:00.4062500","00:00:01.5000000","00:00:01.0937500","0","","True",,
"sihost","1","864","2203589361664","48123904","13701120","27800","C:\WINDOWS\system32\sihost.exe","sihost.exe",,"Microsoft Corporation","68.796875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2316","8",,"False","11/20/2023 12:50:08 PM",,"5380",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27800","27800","13701120","13701120","421816","421816","24752128","24752128","58519552","58519552","2207596969984","-16220160","True","Normal","13701120","13701120","sihost","255","1",,"System.Diagnostics.ProcessThreadCollection","864","2203589361664","271138816","False",,,,"48123904","48123904",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:39.2343750","00:01:08.7968750","00:00:29.5625000","0","","True",,
"Skype","1","1028","2242812948480","95416320","55525376","46776","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" ","System.Diagnostics.Process (sihost)","Skype Technologies S.A.","168.3125","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5992","8",,"False","11/20/2023 12:51:26 PM",,"13940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","46776","46776","55525376","55525376","844304","844304","61800448","61800448","120815616","120815616","2242971459584","998531072","True","Normal","55525376","55525376","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","1028","2242812948480","840019968","False",,,,"95416320","95416320",,"System.Diagnostics.ProcessModule (Skype.exe)","00:01:42.1093750","00:02:48.3125000","00:01:06.2031250","0","","True",,
"Skype","1","1315","2247666839552","175185920","298680320","65248","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --type=renderer --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store"" --app-user-model-id=Microsoft.Skype.SkypeDesktop --app-path=""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\resources\app.asar"" --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --ms-disable-indexeddb-transaction-timeout --lang=en-US --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=167041506182 --mojo-platform-channel-handle=2844 --field-trial-handle=2144,i,17404802161551662298,1373301994749410154,131072 --enable-features=WinUseBrowserSpellChecker,WinUseHybridSpellChecker,WinrtGeolocationImplementation --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --skype-process-type=Main --skype-window-id=__MAIN_ROOT_VIEW_ID__ /prefetch:1","System.Diagnostics.Process (Skype)","Skype Technologies S.A.","493.78125","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4708","8",,"False","11/20/2023 12:51:27 PM",,"18360",".","426557440","425349120","System.Diagnostics.ProcessModuleCollection","65248","65248","298680320","298680320","1164560","1164560","387207168","387207168","441831424","441831424","2247893385216","1625489408","True","Normal","298680320","298680320","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","1315","2247666839552","1398943744","False",,,,"175185920","175185920",,"System.Diagnostics.ProcessModule (Skype.exe)","00:01:56.7812500","00:08:13.7812500","00:06:17","0","","True",,
"Skype","1","302","2238048743424","45170688","14995456","18736","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store"" --mojo-platform-channel-handle=2444 --field-trial-handle=2144,i,17404802161551662298,1373301994749410154,131072 --enable-features=WinUseBrowserSpellChecker,WinUseHybridSpellChecker,WinrtGeolocationImplementation --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Skype)","Skype Technologies S.A.","36.09375","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6576","8",,"False","11/20/2023 12:51:27 PM",,"18436",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18736","18736","14995456","14995456","504344","504344","16523264","16523264","47087616","47087616","2238182961152","504999936","True","Normal","14995456","14995456","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","302","2238048743424","370782208","False",,,,"45170688","45170688",,"System.Diagnostics.ProcessModule (Skype.exe)","00:00:10.5937500","00:00:36.0937500","00:00:25.5000000","0","","True",,
"Skype","1","262","2238022782976","66301952","12259328","16360","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store"" --mojo-platform-channel-handle=3864 --field-trial-handle=2144,i,17404802161551662298,1373301994749410154,131072 --enable-features=WinUseBrowserSpellChecker,WinUseHybridSpellChecker,WinrtGeolocationImplementation --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Skype)","Skype Technologies S.A.","25.90625","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1908","8",,"False","11/20/2023 12:51:32 PM",,"19484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16360","16360","12259328","12259328","472048","472048","12406784","12406784","69844992","69844992","2238056337408","378376192","True","Normal","12259328","12259328","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","262","2238022782976","344821760","False",,,,"66301952","66301952",,"System.Diagnostics.ProcessModule (Skype.exe)","00:00:14.7343750","00:00:25.9062500","00:00:11.1718750","0","","True",,
"Skype","1","653","2238607077376","77234176","225898496","34984","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --type=gpu-process --user-data-dir=""C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1788 --field-trial-handle=2144,i,17404802161551662298,1373301994749410154,131072 --enable-features=WinUseBrowserSpellChecker,WinUseHybridSpellChecker,WinrtGeolocationImplementation --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Skype)","Skype Technologies S.A.","438.015625","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1528","10",,"False","11/20/2023 12:51:27 PM",,"19588",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34984","34984","225898496","225898496","1014128","1014128","248246272","248246272","241668096","241668096","2238672220160","994258944","True","AboveNormal","225898496","225898496","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","653","2238607077376","929116160","False",,,,"77234176","77234176",,"System.Diagnostics.ProcessModule (Skype.exe)","00:02:38.6406250","00:07:18.0156250","00:04:39.3750000","0","","True",,
"Skype","1","210","2238016831488","28700672","11399168","13640","C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe","""C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store"" /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\esteb\AppData\Roaming\Microsoft\Skype for Store\Crashpad"" --url=appcenter://generic?aid=a8902fe7-ef45-455c-8513-5e56d48e36fd&iid=4038cf8d-3b50-4342-1613-fdac10bdd563&uid=4038cf8d-3b50-4342-1613-fdac10bdd563 --annotation=IsOfficialBuild=1 --annotation=_companyName=Skype --annotation=_productName=skype-preview --annotation=_version=8.107.0.215 ""--annotation=exe=C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.107.3215.0_x64__kzf8qxf38zg5c\Skype\Skype.exe"" --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=19.1.8 --initial-client-data=0x604,0x4c,0x610,0x5b4,0x5c8,0x7ff63cb25bd0,0x7ff63cb25be0,0x7ff63cb25bf0","System.Diagnostics.Process (Skype)","Skype Technologies S.A.","0.171875","8.107.0.215","8.107","Skype","Skype","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6536","8",,"False","11/20/2023 12:51:27 PM",,"19640",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13640","13640","11399168","11399168","486448","486448","11587584","11587584","29921280","29921280","2238067163136","389201920","True","Normal","11399168","11399168","Skype","255","1",,"System.Diagnostics.ProcessThreadCollection","210","2238016831488","338870272","False",,,,"28700672","28700672",,"System.Diagnostics.ProcessModule (Skype.exe)","00:00:00.1406250","00:00:00.1718750","00:00:00.0312500","0","","True",,
"smartscreen","1","366","2203472875520","20074496","6868992","17920","C:\Windows\System32\smartscreen.exe","C:\Windows\System32\smartscreen.exe -Embedding",,"Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Windows Defender SmartScreen","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6316","8",,"False","11/27/2023 5:22:43 AM",,"12712",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17920","17920","6868992","6868992","198272","198272","8478720","8478720","25845760","25845760","2203489284096","171061248","True","Normal","6868992","6868992","smartscreen","255","1",,"System.Diagnostics.ProcessThreadCollection","366","2203472875520","154652672","False",,,,"20074496","20074496",,"System.Diagnostics.ProcessModule (smartscreen.exe)","00:00:00.0468750","00:00:00.0781250","00:00:00.0312500","0","","True",,
